year,km_driven,owner,mileage,selling_price
2015,40000,1,13.24,700000
2016,60000,1,27.28,400000
2010,80000,1,13.2,165000
2007,376412,2,12.8,350000
2014,80000,3,16.02,425000
2012,70000,1,17.92,180000
2012,90000,3,20.92,170000
2014,183000,1,15.96,370000
2018,27000,1,24.3,800000
2017,35000,1,23,900000
2013,120000,1,22.9,390000
2014,80000,2,23.4,445000
2014,70000,4,23.4,459999
2013,55000,1,14.4,275000
2009,120000,2,21.1,200000
2012,72000,2,17.5,350000
2007,120000,2,12,95000
2014,250000,1,23.59,550000
2016,100000,1,13.58,900000
2013,120000,2,15.3,350000
2015,50000,1,19.34,325000
2014,32000,1,18.9,455999
2008,60000,1,19.7,129000
2017,40000,1,24.7,254000
2014,48000,1,21.7,570000
2018,30000,1,19.87,840000
2010,100000,2,13.93,235000
2016,50000,1,18.49,700000
2018,5000,1,18.9,528000
2017,12000,1,17.1,1500000
2016,72000,1,15.96,560000
2016,70000,1,15.96,600000
2007,50000,2,15.26,102000
2014,70000,2,15.1,750000
2010,70000,3,14.7,148000
2015,50000,1,21.4,650000
2012,40000,1,16.47,310000
2014,30000,1,19.1,480000
2018,15000,1,24.7,320000
2015,40000,1,17.4,750000
2017,40000,1,19.49,370000
2013,60000,4,18.6,320000
2013,67000,1,18.6,420000
2010,60000,2,17.5,240000
2017,60000,1,22.5,220000
2016,30000,1,23.84,350000
2018,40000,1,25.8,675000
2016,50000,2,18.16,434999
2006,200000,3,13.1,125000
2016,14000,2,18.15,400000
2015,70000,1,13.58,425000
2010,94000,2,21.1,311000
2015,197000,1,13.58,509999
2015,79000,2,25.83,530000
2008,120000,2,18.7,210000
2019,30000,1,17.3,977000
2018,20000,1,20.51,440000
2018,17000,1,20.51,440000
2018,20000,1,18.6,655000
2016,60000,1,25.17,295000
2018,20000,1,18.6,655000
2007,70000,3,15,65000
2017,150000,1,17.6,1200000
2017,35000,1,17.6,1251000
2010,60000,1,23.03,200000
2016,40000,1,21.19,750000
2018,60000,1,26.6,400000
2017,57000,1,17.8,475000
2012,120000,2,17.8,110000
2017,30000,1,23.01,350000
2016,175000,1,23.4,450000
2010,90000,1,17,150000
2009,110000,2,17.2,80000
2015,35000,2,18.6,430000
2017,81000,1,13.68,1450000
2011,100000,1,18.3,360000
2017,60000,1,17.6,1445000
2016,60000,1,26,670000
2016,70000,1,13.7,2000000
2015,50000,1,25.8,440000
2012,90000,1,23,254999
2018,65000,1,19.02,530000
2016,40000,2,16,890000
2013,80000,2,22.07,280000
2017,35000,1,21.21,725000
2016,30000,1,18.49,700000
2007,70000,1,18.2,90000
2015,100000,2,19.81,287000
2018,55000,1,14.8,1380000
2013,80000,2,12.99,750000
2016,40000,1,17.43,650000
2013,108916,2,20.51,240000
2013,40000,2,21.1,290000
2014,80000,1,21.1,229999
2016,50000,2,26,1000000
2012,90000,2,17.92,200000
2004,70000,4,19.7,90000
2012,90000,1,23,330000
2009,70000,1,21.1,200000
2018,31000,1,25.32,420000
2009,120000,2,19.3,260000
2016,40000,1,18.6,590000
2015,180000,1,25.2,545000
2011,90000,2,18.9,210000
2008,110000,2,17.7,185000
2006,59000,2,18.9,125000
2014,60000,2,21.1,280000
2005,70000,2,18.9,98000
2009,190000,1,17,100000
2013,180000,1,20.8,250000
2010,150000,2,11.5,750000
2007,130000,2,16.52,160000
2013,120000,2,22.32,509999
2009,80000,2,17.88,95000
2014,80000,2,22.32,525000
2017,20000,1,22.5,278000
1997,60000,2,16.1,50000
2011,120000,3,22.07,254999
2019,10000,1,21.21,675000
2016,147000,2,26.59,600000
2018,51000,1,25.1,950000
2007,60000,3,17.7,229999
2009,220000,1,12.8,600000
2017,20000,1,24.7,330000
2017,40000,1,23.95,350000
2016,35000,1,16.2,560000
2017,30000,1,20.51,440000
2011,90000,2,19,220000
2017,110000,2,28.4,750000
2015,140000,1,15.1,800000
2007,104000,2,17.2,59259
2018,9000,1,21.4,740000
2019,19000,2,20.89,570000
2017,20000,1,20.51,430000
2016,70000,1,24.3,800000
2015,53000,1,24,450000
2013,105000,2,23.4,420000
2015,16000,1,18.06,750000
2019,7200,1,21.1,780000
2011,77000,2,22.07,320000
2017,40000,1,25.32,690000
2012,70000,2,19.3,375000
2017,50000,1,18.12,620000
2015,85000,1,13.45,300000
2016,58000,2,15.37,370000
2013,85000,1,16.55,770000
2014,65000,1,19.1,500000
2017,120000,1,25.32,450000
2013,50000,2,17.92,195000
2018,30000,1,20.51,472000
2014,58000,2,23.95,250000
2011,70000,2,25.44,165000
2018,110000,2,20.65,525000
2003,65000,3,18.9,145000
2013,100000,1,22.3,325000
2017,60000,2,16.5,660000
2014,90000,2,19.68,310000
2008,200000,1,13.6,250000
2014,100000,2,19.68,330000
2012,80000,2,20,250000
2017,60000,1,17.45,650000
2016,40000,1,23.95,305000
2015,50000,1,26.21,600000
2015,110000,1,20.51,280000
2011,50000,2,23.57,153000
2018,30000,1,18.49,700000
2017,40000,1,25.17,325000
2016,40000,1,23.95,305000
2006,70000,2,16.1,155000
2012,80000,3,20.92,235000
2016,15000,1,20.4,500000
2004,150000,2,13.6,120000
2016,88000,1,21.66,675000
2014,80000,1,12.99,950000
2018,59865,1,15.1,1051000
2016,60000,1,21.49,591000
2015,72000,1,22.54,585000
2017,68140,1,18,1025000
2014,53190,1,28.4,450000
2014,70100,1,22.54,484999
2018,47725,1,27.3,650000
2014,70195,2,28.4,434999
2011,77395,2,20,195000
2019,17000,1,17.3,1000000
2013,64000,1,14.62,650000
2014,74321,1,25.44,190000
2013,80235,2,28.4,409999
2016,77150,1,17.01,1050000
2015,69000,1,22.15,651000
2015,57000,1,23.65,650000
2017,89000,1,21.14,750000
2012,61100,1,14.3,799000
2010,116000,1,18.7,355000
2015,80000,1,23.9,600000
2018,26000,1,28.4,685000
2018,100000,1,28.4,509999
2012,82300,2,26.83,150000
2017,82050,1,19.3,650000
2012,120000,2,15.1,675000
2018,30000,1,24.04,319000
2019,6000,1,19.5,640000
2017,30000,1,18.6,650000
2015,70000,1,20.77,650000
2010,70000,2,26.83,155000
2015,70000,1,20.77,650000
2008,120000,1,17.8,175000
2014,76000,3,24,375000
2014,80000,2,24,430000
2008,110000,2,17.2,65000
2009,70000,3,13.2,150000
2019,13000,1,17.19,620000
2013,60000,2,14.09,250000
2011,165000,1,21.1,275000
2013,120000,2,13.58,454000
2017,30000,2,18.49,600000
2011,100000,2,20.54,400000
2007,187000,2,19.2,180000
2016,70000,1,24.3,750000
2016,40000,1,20.4,500000
2017,22000,1,15.73,2825000
2020,5500,1,26.8,2125000
2018,18000,1,19.62,3350000
2019,1500,1,18.2,840000
2015,46000,1,24.5,1000000
2017,24400,1,27.39,740000
2018,29899,1,22.15,1290000
2018,20000,1,11.36,1800000
2020,2000,1,20.7,775000
2017,34000,1,21.04,695000
2018,31000,1,17.4,730000
2016,46000,2,11.45,1295000
2016,121000,1,12.08,1160000
2017,60000,1,0,3300000
2018,7000,1,20.3,540000
2016,10000,1,23.1,434999
2018,6000,1,17.9,4600000
2018,20000,1,17,910000
2015,59235,1,19.67,850000
2019,21000,1,16.78,5800000
2014,48000,1,25.8,520000
2018,114000,1,14.95,650000
2011,120000,2,19.3,430000
2013,144000,1,21.9,360000
2013,144000,1,21.9,350000
2016,190000,1,24.3,791000
2015,190000,2,12.99,950000
2019,20000,1,28.4,690000
2017,40000,2,22,860000
2012,100000,1,19.3,371000
2008,60000,2,16.8,45000
2006,201000,1,17.8,55000
2011,110000,1,20.54,240000
2014,77215,2,25.2,495000
2015,48228,1,18.7,671000
2017,58559,1,25.2,693000
2016,50856,1,26,802999
2017,18300,1,17.8,890000
2015,59292,1,28.4,495000
2018,10000,1,23.1,545000
2018,21147,1,21.4,775000
2017,69000,1,25.6,925000
2019,10000,1,17.3,1450000
2018,16000,1,28.4,790000
2017,36000,1,13.68,1789999
2017,37000,1,21.01,620000
2016,61173,1,27.62,375000
2016,30000,1,18.25,2450000
2014,75000,1,15.1,850000
2017,51000,1,19.56,750000
2018,17000,1,21.01,775000
2008,100000,2,17.8,260000
2013,35000,2,17.68,2000000
2017,10000,1,21.1,300000
2016,91567,3,16,1300000
2017,50000,1,23.1,380000
2017,60000,1,18.9,480000
2016,35000,2,22.74,240000
2014,33400,1,17.43,500000
2015,36000,1,20.4,420000
2011,180000,2,20,130000
2012,80000,1,20.92,110000
2007,120000,2,19.7,120000
2017,80000,1,28.4,700000
2018,120000,1,28.4,550000
2014,110000,2,19.09,190000
2018,70000,1,23.59,665000
2014,120000,2,14.95,445000
2012,92686,2,21.9,340000
2009,180000,1,13.6,330000
2012,80000,1,21.02,270000
2015,70000,1,16,1044999
2009,117000,1,17.8,279000
2018,15000,1,20.4,620000
2007,100000,2,16.6,250000
2012,83000,1,15.74,475000
2016,67600,1,14.81,750000
2015,160000,2,13.5,1250000
2014,80000,2,21.1,250000
2013,100000,1,25.8,445000
2010,100000,1,15,400000
2010,90000,2,23,350000
2012,140000,1,20.5,295000
2018,25000,1,21.21,600000
2018,20000,1,13.68,1650000
2012,30000,1,16.1,100000
2018,13000,1,20.4,690000
2018,42000,1,18.6,710000
2018,10000,2,20.3,350000
2012,13000,1,20.92,220000
2019,6500,1,20,700000
2013,49500,2,21.1,198000
2011,50000,1,23,350000
2011,175000,2,23.57,210000
2011,175000,2,23.03,210000
2014,110000,3,23.2,375000
2012,112048,2,17.5,380000
2010,98000,3,17,360000
2015,41000,1,15.1,944999
2016,120000,1,13.58,620000
2018,116000,1,23.59,780000
2020,1000,1,21.21,445000
2018,15000,1,17.36,575000
2018,5000,1,25.1,975000
2019,3500,1,23.84,450000
2017,56000,1,25.83,495000
2013,215000,1,12.99,830000
2012,40000,1,15.1,800000
2013,120000,2,23.2,300000
2003,120000,2,10.5,200000
2017,30400,1,18.5,480000
2017,24000,1,21.9,950000
2017,30646,1,15.4,840000
2017,15000,1,23.9,800000
2017,50000,1,22.27,750000
2017,34000,1,21.1,254999
2016,54000,2,24.52,725000
2016,40000,2,19.7,1859000
2012,120000,1,18.6,145000
2018,15000,1,17,750000
2017,50000,1,22,655000
2011,84000,2,20,210000
2011,50000,1,17,450000
2019,25000,4,20.3,466000
2015,52000,1,25.83,580000
2019,18500,1,20.3,430000
2012,50000,1,23.03,155000
2017,35000,1,22.5,240000
2016,15500,1,16.78,540000
2013,120000,1,19.09,250000
2012,60000,1,25,260000
2011,80000,2,12.05,550000
2014,43011,1,18.88,550000
2015,136000,1,19.01,600000
2017,15000,1,25.83,550000
2011,110000,2,13.6,370000
2008,100000,2,19.81,250000
2005,70000,4,19.7,125000
2010,110000,1,17,200000
2017,127991,1,25.5,675000
1999,198000,2,14.8,150000
2010,65000,1,15.64,290000
2018,20000,1,28.09,889000
2016,60000,1,17,400000
2018,13120,1,25.17,390000
2017,87500,1,17.1,1550000
2014,125000,1,22.32,600000
2018,25000,1,17.4,800000
2013,120000,3,20.77,600000
2015,35000,1,17.01,795000
2016,25000,1,22.54,735000
2005,120000,3,16.4,250000
2018,25000,1,24.04,400000
2005,79000,2,13.1,130000
2015,125000,1,21.04,600000
2014,140000,1,14,395000
2016,80000,1,21.19,720000
2011,110000,3,16.8,450000
2018,25000,1,18.16,700000
2015,46000,1,24.5,1000000
2020,1000,1,20.3,500000
2007,60000,2,16.1,125000
2015,80000,1,21.04,690000
2017,120000,1,17.1,1550000
2013,110000,2,15.3,170000
2010,110000,3,20.4,275000
2007,200000,3,12.8,500000
2013,80000,2,19.33,950000
2019,24000,1,28.4,802999
2013,150000,1,23.4,470000
2015,60000,1,25.17,300000
2014,116000,1,19.01,600000
2013,104300,1,20,275000
2018,30000,1,25.32,700000
2014,33000,1,11.3,3250000
2020,25000,1,21.66,800000
2014,60000,1,17.68,2200000
2007,121000,2,18.1,245000
2010,120000,2,16.8,310000
2007,120000,2,18.1,245000
2011,110000,1,16.47,450000
2013,84000,2,16.96,850000
2004,120000,3,10.1,325000
2013,100000,3,22.9,409999
2018,50000,1,11.2,5500000
2015,73500,1,19.67,1000000
2016,34000,2,24.4,590000
2019,23000,1,20.45,1200000
2008,163000,3,17.8,175000
2011,119000,2,16.52,300000
2017,50000,1,11.36,2175000
2019,10500,1,25.6,1110000
2000,280000,2,14.8,150000
2013,155000,2,20.54,325000
2010,163000,1,17.8,325000
2008,75000,1,17.7,280000
2016,80000,1,26,765000
2014,120000,2,26,640000
2007,120000,3,17.88,65000
2007,175000,2,18.7,195000
2017,15000,1,24.7,295000
2012,100000,2,23.4,625000
2009,80000,2,18.9,160000
2015,84000,2,23.1,330000
2010,50000,2,15.6,180000
2012,35000,2,14,150000
2011,30000,1,19.81,300000
2018,2388,1,18.6,730000
2017,16200,1,24.3,650000
2019,10000,2,33.44,330000
2019,15000,1,23.95,366000
2019,5000,1,17,1149000
2016,42000,1,20.63,150000
2013,120000,2,17.92,187000
2011,60000,2,13.93,425000
2012,76000,1,16.1,150000
2018,15000,1,20.4,620000
2007,100000,2,16.6,250000
2012,83000,1,15.74,475000
2016,67600,1,14.81,750000
2015,160000,2,13.5,1250000
2014,80000,2,21.1,250000
2013,100000,1,25.8,445000
2010,100000,1,15,400000
2010,90000,2,23,350000
2012,140000,1,20.5,295000
2018,25000,1,21.21,600000
2018,20000,1,13.68,1650000
2012,30000,1,16.1,100000
2018,13000,1,20.4,690000
2018,42000,1,18.6,710000
2018,10000,2,20.3,350000
2012,13000,1,20.92,220000
2019,6500,1,20,700000
2013,49500,2,21.1,198000
2011,50000,1,23,350000
2016,35000,2,21.4,650000
2015,120000,2,21.03,380000
2014,50000,2,17.57,360000
2012,116000,1,15,385000
2012,110000,2,22.32,590000
2013,70000,2,15.1,750000
2011,100000,3,20.3,254999
2015,20000,1,18.9,499000
2018,60000,1,28.4,730000
2016,30000,2,27.3,650000
2012,75000,1,23.08,220000
2006,110000,3,16.8,100000
2004,120000,4,14.4,110000
2009,48000,2,17,152000
2020,5000,1,20.89,600000
2016,120000,1,13.58,620000
2018,116000,1,23.59,780000
2020,1000,1,21.21,445000
2018,15000,1,17.36,575000
2018,5000,1,25.1,975000
2019,3500,1,23.84,450000
2015,80000,1,25.83,480000
2008,48676,1,19.7,110000
2018,30000,1,17.09,5830000
2014,72000,1,18.6,415000
2015,51000,1,22,475000
2017,29000,1,20.89,525000
2015,28000,1,20.52,365000
2011,97000,1,25.2,375000
2018,59000,1,28.4,765000
2019,27000,1,28.4,770000
2018,30000,1,25.17,350000
2015,70000,1,15.4,875000
2014,69000,1,15.1,780000
2018,15000,1,25.1,990000
2019,35700,1,28.4,800000
2012,120000,3,22.32,350000
2013,120000,1,22.07,325000
2013,80000,1,22.07,360000
2010,120000,1,20.92,148000
2017,36000,1,27.39,670000
2014,120000,1,23.59,430999
2017,9000,1,16.8,260000
2012,50000,2,25.4,70000
2019,35000,1,23.01,300000
2011,130000,2,14,150000
2010,70000,1,20,260000
2012,90000,3,19.3,320000
2018,35000,1,17,700000
2012,80000,1,16.47,415000
2008,120000,2,17.8,260000
2011,80000,1,26,70000
2015,30000,1,17.71,515000
2016,60000,1,23.9,803999
2007,200000,2,16.6,275000
2017,101000,1,22.77,934000
2007,110000,1,17.8,210000
2014,136000,3,12.99,1050000
2011,250000,2,14.8,650000
2012,74000,4,17.3,550000
2010,265000,4,14.8,285000
2015,22700,1,18.7,700000
2016,45000,1,18.9,525000
2011,36000,2,15.37,250000
2015,57000,2,26.59,575000
2018,33000,1,27.28,540000
2012,59000,1,16.02,560000
2012,200000,1,20.54,380000
2011,80000,2,15.6,240000
2012,70000,1,13.2,300000
2018,50000,1,22.7,280000
2011,118000,2,21.1,350000
2014,250000,2,19.1,110000
2018,20000,1,21.5,980000
2018,21871,1,21.5,969999
2016,120000,1,25.32,357000
2014,100000,1,19.1,280000
2012,50000,1,15.96,430000
2015,70000,1,22.74,250000
2016,80000,1,18.2,525000
2018,25000,1,23.84,500000
2019,60000,1,16.36,1000000
2017,25000,1,24.7,316000
2018,50000,1,24.7,350000
2018,14000,1,21.5,950000
2005,55425,2,16.1,45000
2013,76000,1,15.96,475000
2020,3000,1,15.04,3200000
2016,139000,1,18.49,600000
2014,100000,1,15.04,430000
2015,60000,1,19.67,965000
2013,35000,2,14.3,395000
2008,120000,1,12.2,150000
2013,37659,1,20.77,700000
2012,89000,2,23.2,250000
2013,37500,2,20.77,680000
2018,5000,1,23.84,500000
2013,21000,1,18.9,420000
2017,10000,2,23.95,290000
2017,30000,1,28.4,750000
2015,19800,1,15.37,300000
2011,90000,3,21.1,250000
2014,33033,1,19.4,335000
2015,63063,1,18.9,465000
2007,70000,2,18.9,100000
2007,80000,2,17.3,100000
2013,120000,3,20.77,550000
2012,120000,1,19.3,341000
2017,50000,1,24,600000
2014,167000,1,25.1,650000
2008,80000,1,16,75527
2014,100000,2,25,215000
2017,60000,1,28.09,650000
2017,50000,1,20.37,900000
2014,17000,1,18.6,500000
2017,46000,1,21.4,550000
2015,60000,1,25.2,475000
2006,198000,2,18.9,65000
2015,60000,1,24.4,425000
2012,90000,4,21.43,476999
2011,40000,2,18,150000
2011,90000,1,19.7,225000
2010,80000,1,19.7,190000
2003,164000,3,19.7,100000
2011,70000,2,13.6,400000
2018,31800,1,17.01,3975000
2016,74000,1,13.7,1350000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2017,17000,1,9.5,4100000
2018,12000,1,16.55,900000
2016,68089,1,19.16,2000000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,7032,1,19,779000
2018,10000,1,22.48,4000000
2019,17000,1,15,5200000
2019,21000,1,12.83,4500000
2017,26500,1,17.6,969999
2017,37000,1,13.5,6000000
2016,45629,1,18.9,475000
2019,3500,1,18.15,1125000
2017,52000,1,12,1650000
2019,35000,1,16.5,740000
2018,15000,1,18.15,400000
2018,14000,1,20.51,430000
2019,20000,1,17,1132000
2017,68850,1,18.9,352000
2016,45775,1,23.84,252999
2012,70000,2,16.2,80000
2015,68203,1,21.79,313000
2014,30000,2,18.9,380000
2018,25000,1,25.17,350000
2016,90000,2,19.87,600000
2011,97343,1,18.8,88000
2008,70000,4,19.7,160000
2014,31000,1,20.36,290000
2014,70000,1,15.4,650000
2015,20000,1,21.94,380000
2014,62000,1,21.1,180000
2008,29000,1,16.1,75000
2012,82507,1,13.93,132000
2010,60000,2,18.6,110000
2018,10000,1,23.95,390000
2015,70000,1,18.6,550000
2008,59400,4,16.1,70000
2013,20000,1,21.1,275000
2009,125876,2,15,250000
2019,5000,1,16,2100000
2011,90000,2,13.55,250000
2017,56800,1,12.4,1250000
2014,60000,1,16.55,1500000
2011,60000,1,12.8,800000
2014,150000,1,13,1380000
2014,65204,1,23.1,325000
2019,2286,1,18.15,1150000
2018,15732,1,22,655000
2019,13000,1,18.06,890000
2018,33000,1,20.89,525000
2014,100000,1,19.81,300000
2017,39000,1,19.59,2950000
2019,10000,1,18.12,5200000
2018,28900,1,17.8,925000
2017,49523,1,17,675000
2018,48000,1,24.3,745000
2018,17000,1,24.3,835000
2019,36800,1,20.14,695000
2018,36521,1,24.3,725000
2017,90000,1,22,620000
1998,80000,3,17.3,58000
2014,71000,1,21.64,335000
2011,108000,1,16,475000
2015,75000,1,19.87,484999
2015,33000,1,20.73,610000
2015,50000,1,19.67,1000000
2019,35000,1,23.01,300000
2018,15000,1,15.8,1405000
2018,22000,2,21.56,650000
2015,108000,1,19.67,850000
2014,76131,1,13.22,1850000
2012,40000,1,20.36,267000
2013,47000,2,21.1,215000
2017,45000,1,17.6,1282000
2017,15000,1,24.7,282000
2012,90000,1,12.8,610000
2018,35000,1,16.55,900000
2015,70000,1,15.4,800000
2013,110000,2,21.27,380000
2012,120000,2,12.05,450000
2011,120000,1,21.5,242000
2017,35000,2,25.17,350000
2018,22000,1,20.3,400000
2017,70000,1,20.51,400000
2013,56000,1,22.1,246000
2014,65000,1,19.09,221000
2013,62000,1,13.1,700000
2016,52000,1,12.55,1750000
2017,49000,1,25.4,550000
2015,50000,2,28.09,550000
2013,65000,1,28.4,375000
2015,55000,1,24.4,391000
2015,35000,2,19.7,2051000
2014,78000,2,15.05,525000
2007,58000,2,16.8,212000
2011,56000,2,25.44,221000
2010,61000,2,20.4,265000
2013,61000,2,21.64,399000
2008,61000,2,17.1,175000
2011,64481,2,20.5,411000
2011,65000,2,20.54,365000
2009,80000,2,22.48,975000
2015,61000,2,22.71,499000
2014,70000,1,11.74,2575000
2009,30000,1,18,145000
2011,200000,2,17,200000
2014,230000,1,15.73,1200000
2016,100000,1,20.3,280000
2011,95000,2,11.79,450000
2006,140000,3,17.7,150000
2017,70000,1,17.3,600000
2016,60000,1,25.17,275000
2010,88000,1,18.8,110000
2012,200000,4,15.1,500000
2012,60000,2,15.1,700000
2012,155000,2,16.07,900000
2005,80000,2,18.9,150000
2013,80000,3,16.95,275000
2014,40000,1,28.4,455000
2015,50000,1,19.67,900000
2014,40000,1,25.2,455000
2017,47000,2,26,650000
2018,20000,2,18.9,551000
2017,49060,1,22,650000
2015,60000,1,18.6,600000
2013,18000,1,22.74,235000
2018,37161,1,22.7,800000
2016,80000,1,19.67,1050000
2012,28000,2,25.4,45000
2013,100000,2,15.74,450000
2014,120000,2,20.14,391000
2013,70000,2,18.2,380000
2010,90000,2,18.9,170000
2011,90000,2,13.55,250000
2011,60000,1,12.8,800000
2014,150000,1,13,1380000
2014,24000,1,16.55,700000
2016,100000,2,24.2,450000
2018,6000,1,18.15,650000
2013,49700,1,15.1,950000
2007,80000,2,12.8,626000
2019,10000,1,21.21,600000
2019,21000,1,25.17,290000
2013,25000,1,20.92,215000
2016,22000,1,25.17,250000
2017,50000,1,24.52,750000
2016,20000,2,23.95,250000
2017,15000,1,15.4,950000
2018,30000,1,25.83,793000
2015,74000,1,19.67,750000
2017,6550,1,18.2,725000
2016,30000,1,24,480000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,20000,1,17,990000
2012,68000,1,23.4,370000
2014,60175,1,18.2,300000
2012,25000,1,21.1,250000
2017,49957,1,25.83,700000
2017,43235,1,24.29,600000
2018,50699,1,22.77,925000
2016,111000,2,21.19,700000
2018,48000,2,21.1,700000
2007,90000,4,17.8,185000
2015,80000,1,15.3,434999
2017,100000,1,18.16,400000
2011,90000,3,20,180000
2015,50000,1,26.59,600000
2014,90000,3,23.59,320000
2016,120000,1,13.68,1689999
2011,140000,2,14.4,250000
2019,20000,1,20.3,650000
2009,82000,2,14.53,340000
2008,80000,3,13.5,200000
2017,40000,1,24.3,869999
2017,120000,1,24.52,795000
2017,60000,1,24.3,869999
2010,70000,2,21.1,200000
2017,45500,2,23.9,800000
2014,120000,1,12.99,1100000
2008,100000,2,19.7,114999
2013,92000,3,20.77,500000
2014,141000,4,25.2,700000
2016,120000,1,11.36,1516000
2016,35000,1,22.7,200000
2015,50000,1,17.8,450000
2018,9500,1,21.5,850000
2019,5500,1,15.37,359000
2017,28000,1,25.17,320000
2009,113000,1,15.3,110000
2011,1,4,15.1,209000
2010,100000,2,15,169000
2014,50074,1,24,400000
2014,100000,4,22.54,600000
2017,35000,1,15.37,350000
2018,60000,1,23,990000
2011,70000,1,14.21,1600000
2017,70000,1,17.6,1400000
2017,10000,1,21.4,745000
2018,40000,1,16.25,2800000
2015,35000,1,25.2,500000
2019,5000,1,20.52,540000
2016,33000,1,13.68,1850000
2017,27000,1,22.95,600000
2018,25000,1,19,690000
2016,30154,1,25.2,630000
2018,20000,1,20.14,640000
2019,17000,1,18,5500000
2016,85000,2,12.62,2100000
2016,100000,1,20.4,500000
2017,54000,1,24.7,310000
2015,80000,1,18.49,600000
1999,100000,3,16.1,40000
2018,70000,1,25.4,620000
2018,50000,1,27.39,760000
2018,40000,1,22,1200000
2018,50000,1,27.39,760000
2012,45000,1,20.36,300000
2019,5000,1,23.84,500000
2012,70000,3,18.6,120000
2017,26263,1,21.1,350000
2016,100000,2,18.15,350000
2012,250000,1,12.99,730000
2018,18000,1,19.6,1050000
2013,80000,1,25,550000
2016,108000,1,23.65,675000
